🌌☘️📺福建电信🍅,#genre#
台视新闻,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1123_1754014969893.m3u8
公视闽南,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1124_1754014969893.m3u8
民视闽南,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1125_1754014969893.m3u8
中视闽南,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1126_1754014969893.m3u8
华视闽南,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1127_1754014969893.m3u8
台视闽南,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1128_1754014969893.m3u8
公视贰台,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1129_1754014969893.m3u8
公视叁台,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1130_1754014969893.m3u8
民视闽语,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1131_1754014969893.m3u8
民视第一,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1132_1754014969893.m3u8
中视经典,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1133_1754014969893.m3u8
中视菁采,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1134_1754014969893.m3u8
华视教育,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1135_1754014969893.m3u8
台视综合,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1136_1754014969893.m3u8
台视财经,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1137_1754014969893.m3u8
中天综合,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1138_1754014969893.m3u8
中天娱乐,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1139_1754014969893.m3u8
三立闽南,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1140_1754014969893.m3u8
三立都会,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1141_1754014969893.m3u8
三立戏剧,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1142_1754014969893.m3u8
三立财经,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1143_1754014969893.m3u8
八大第一,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1144_1754014969893.m3u8
八大综合,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1145_1754014969893.m3u8
八大戏剧,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1146_1754014969893.m3u8
东森戏剧,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1147_1754014969893.m3u8
东森超视,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1148_1754014969893.m3u8
东森财经,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1149_1754014969893.m3u8
龙翔电影,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1150_1754014969893.m3u8
龙华洋片,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1151_1754014969893.m3u8
纬来精采,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1152_1754014969893.m3u8
客家电视,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1153_1754014969893.m3u8
原民电视,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1154_1754014969893.m3u8
探索科学,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1155_1754014969893.m3u8
居家乐活,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1156_1754014969893.m3u8
历史频道,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1157_1754014969893.m3u8
华纳电影,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1158_1754014969893.m3u8
AXN洋片,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1159_1754014969893.m3u8
MO_亲子,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1160_1754014969893.m3u8
TLC-旅游,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1161_1754014969893.m3u8
JET-综合,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1162_1754014969893.m3u8
Discover,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1163_1754014969893.m3u8
Cinema_,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1164_1754014969893.m3u8
🌌☘️港台0721,#genre#
广东珠江,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1165_1754014969893.m3u8
广东体育,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1166_1754014969893.m3u8
凤凰香港,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1167_1754014969893.m3u8
无线新闻,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1168_1754014969893.m3u8
无线新闻,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1169_1754014969893.m3u8
无线新闻,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1170_1754014969893.m3u8
无线翡翠,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1171_1754014969893.m3u8
无线华丽,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1172_1754014969893.m3u8
无线华丽,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1173_1754014969893.m3u8
无线明珠,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1174_1754014969893.m3u8
无线明珠,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1175_1754014969893.m3u8
无线功夫,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1176_1754014969893.m3u8
无线_1美,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1177_1754014969893.m3u8
有线综合,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1178_1754014969893.m3u8
有线综合,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1179_1754014969893.m3u8
Astroaod,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1180_1754014969893.m3u8
VIUTV'粤,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1181_1754014969893.m3u8
VIUTV'粤,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1182_1754014969893.m3u8
VIUTV'英,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1183_1754014969893.m3u8
RTHK-31,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1184_1754014969893.m3u8
RTHK-32,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1185_1754014969893.m3u8
八度空间,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1186_1754014969893.m3u8
新加CHU,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1187_1754014969893.m3u8
新加CH5,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1188_1754014969893.m3u8
新加CH8,https://mg.345564.xyz/proxy.php?url=http://2099.tv12.xyz/1189_1754014969893.m3u8
🌌☘️📡广东本地🍅,#genre#
大湾区卫视,https://mg.345564.xyz/proxy.php?url=http://119.123.179.116:8086/hls/29/index.m3u8
广东民生频道,https://mg.345564.xyz/proxy.php?url=http://119.123.179.116:8086/hls/39/index.m3u8
广东珠江频道,https://mg.345564.xyz/proxy.php?url=http://119.123.179.116:8086/hls/47/index.m3u8
广东影视频道，http://119.123.179.116:8086/hls/46/index.m3u8
广东体育频道,https://mg.345564.xyz/proxy.php?url=http://119.123.179.116:8086/hls/42/index.m3u8
广东少儿频道,https://mg.345564.xyz/proxy.php?url=http://119.123.179.116:8086/hls/40/index.m3u8
广东经济科教频道,https://mg.345564.xyz/proxy.php?url=https://pili-live-hls.kingsmedia.cn/metoo-live/ce834303bb1a4459a3ea8c4c01d3ae84.m3u8
深圳都市频道,https://mg.345564.xyz/proxy.php?url=http://livepull-tcms.sztv.com.cn/live/dslive.m3u8
东莞新闻综合频道,https://mg.345564.xyz/proxy.php?url=https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯频道,https://mg.345564.xyz/proxy.php?url=https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
中山综合频道,https://mg.345564.xyz/proxy.php?url=http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8
肇庆综合频道,https://mg.345564.xyz/proxy.php?url=http://zmylivestream.nfnews.com/zmy_slive/27872.m3u8
肇庆生活服务频道,https://mg.345564.xyz/proxy.php?url=http://zmylivestream.nfnews.com/zmy_slive/27871.m3u8
清远新闻综合频道,https://mg.345564.xyz/proxy.php?url=http://zmylivestream.nfnews.com/zmy_slive/25319.m3u8
清远文旅生活频道,https://mg.345564.xyz/proxy.php?url=http://zmylivestream.nfnews.com/zmy_slive/25321.m3u8
云浮综合频道,https://mg.345564.xyz/proxy.php?url=https://livestream.oeeee.com/slive/28283.m3u8
云浮文旅频道,https://mg.345564.xyz/proxy.php?url=https://livestream.oeeee.com/slive/28284.m3u8
阳江-1,https://mg.345564.xyz/proxy.php?url=https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江-2,https://mg.345564.xyz/proxy.php?url=https://live.yjtvw.com:8081/live/yjtv2.m3u8
湛江新闻综合频道,https://mg.345564.xyz/proxy.php?url=http://gbtv-hls-wjq.zjwtv.com/zjtv/zhpd.m3u8
湛江公共频道,https://mg.345564.xyz/proxy.php?url=http://gbtv-hls-wjq.zjwtv.com/zjtv/ggpd.m3u8
韶关新闻综合,https://mg.345564.xyz/proxy.php?url=http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=sgxwzh&zy.m3u8
河源综合,https://mg.345564.xyz/proxy.php?url=http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=hyzh&zy.m3u8
揭阳综合,https://mg.345564.xyz/proxy.php?url=http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=jyzh&zy.m3u8
揭阳综合,https://mg.345564.xyz/proxy.php?url=http://hls-jyrtv.jyrtv.tv/stjy2020/zhpd.m3u8
🥮港台频道🍅,#genre#
翡翠台腾讯云,https://mg.345564.xyz/proxy.php?url=http://api.mg.itv888.cn:8080/hls/4bb8922027c/index.m3u8
翡翠台1,https://mg.345564.xyz/proxy.php?url=http://erp.giihgtidg.com:8080/live/jade01.m3u8
翡翠台2,https://mg.345564.xyz/proxy.php?url=http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
台湾台,https://mg.345564.xyz/proxy.php?url=https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
环球电视,https://mg.345564.xyz/proxy.php?url=http://utv1.hqtvzb.com:9999/hls/world.m3u8
翡翠台字幕,https://mg.345564.xyz/proxy.php?url=http://edge2.163189.xyz/o12.php?id=fct
明珠台字幕,https://mg.345564.xyz/proxy.php?url=http://edge2.163189.xyz/o12.php?id=mzt
无线新闻字幕,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/wxxw
HOY TV,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/hoy
八度空间,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/8tv
CH8,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/ch8
凤凰资讯,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/fhzx
无线新闻,https://mg.345564.xyz/proxy.php?url=http://erp.giihgtidg.com:8080/live/wxxw01.m3u8?hls_ctx=5l3k567n
无线翡翠,https://mg.345564.xyz/proxy.php?url=http://erp.giihgtidg.com:8080/live/jade01.m3u8?hls_ctx=a08bsf11
VIUTV,https://mg.345564.xyz/proxy.php?url=https://smt.1789.dpdns.org/smt3.2.1.php?id=viu1_twn
HOY77,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
Plus综合频道,https://mg.345564.xyz/proxy.php?url=http://beishan008.asuscomm.com:8890/bysid/82.m3u8#https://vdm6-hw.nbgdsygs.com/live/h6-2.flv#https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
HOY TV,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/hoy
八度空间,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/8tv
CH8,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/ch8
凤凰资讯,https://mg.345564.xyz/proxy.php?url=https://edge.163189.xyz/163189/fhzx
🍅☘️广东和香港频道【PLTV】,#genre#
广东体育,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东珠江,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
中山综合,https://mg.345564.xyz/proxy.php?url=http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8
无线新闻频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
无线翡翠频4k,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fct4
无线翡翠频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fct3
无线翡翠频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线翡翠频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fct
凤凰中文频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰资讯频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰香港频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
有线综合粤高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
有线综合国高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=hoytv
无线华丽国标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线明珠粤高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线娱乐频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
无线星河频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=tvbxh
TVBJ1美频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVBJ1美频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=tvbj1
无线星河频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线千禧频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
美亚电影频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=meiya
VIUTV粤频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
AstroRio频标,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=aod
澳门Mac频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=asam
重温经典频高,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
☘️🍅香港SMT【紅杏香港节点】,#genre#
翡翠台4K,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
翡翠台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=jade_twn
华丽翡翠台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVB星河,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Xinhe
明珠台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB Plus,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=j2_twn
无线新闻,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB娱乐新闻台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Tvbentertainment
ViuTV,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=viu1_twn
ViuTVSix,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=viusix_twn
RTHK31,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
千禧经典台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
美亚电影台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
天映频道,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Celestial
天映经典,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Celestial2
凤凰中文,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
八度空间,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=TV8
Astro AOD,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Aodhd
Astro AEC,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=AEC
爱奇艺,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Qiyi
Astro QJ,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Quanjia
Astro欢喜台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com:8880/smt.php?id=Huahee
☘️🍅TVB【TVOD】,#genre#
无线新闻台,https://mg.345564.xyz/proxy.php?url=https://live.tvfix.org/live/inews/index.m3u8
无线新闻,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/smt.php?id=inews_twn
无线华丽,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/smt.php?id=Tvbjade
无线千禧,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/smt.php?id=Tvbclassic
翡翠,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/smt.php?id=jade_twn
娛樂新聞台,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/smt.php?id=Tvbentertainment
無線新聞,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
翡翠台1,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=fct3
凤凰中文,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=fhzxMore actions
凤凰资讯,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
TVB Plus,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
翡翠台北美版(TVB J1),https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=j1
CCTV1港澳版,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
广东珠江,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
☘️香港【PLTV】,#genre#
无线新闻,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
无线翡翠,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线翡翠,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fct2
TVB明珠,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/smt.php?id=pearl_twn
TVB千禧经典,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB千禧经典,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/smt.php?id=Tvbclassic
TVBJ1美,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVBJ1美,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=tvbj1
翡翠台版TVBJ1,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=j1
凤凰香港,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
无线千禧,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
☘️台湾节点4g新闻,#genre#
🍅☘️judy版YouTube, #genre#
🍅☘️陈湘儒YouTuBe ,#genre#
寰宇新聞,https://mg.345564.xyz/proxy.php?url=https://m.youtube.com/watch?v=6IquAgfvYmc
鏡新聞,https://mg.345564.xyz/proxy.php?url=https://www.youtube.com/watch?v=5n0y6b0Q25o
中天新聞,https://mg.345564.xyz/proxy.php?url=https://www.youtube.com/watch?v=vr3XyVCR4T0
三立新闻海外直播,https://mg.345564.xyz/proxy.php?url=https://m.youtube.com/watch?v=hGJkDZDchYI
三立新闻台湾直播,https://mg.345564.xyz/proxy.php?url=https://m.youtube.com/watch?v=MV9mI0GChwo
TVBS新聞,https://mg.345564.xyz/proxy.php?url=https://www.youtube.com/watch?v=2mCSYvcfhtc
民視新聞,https://mg.345564.xyz/proxy.php?url=https://m.youtube.com/watch?v=ylYJSBUgaMA
華視新聞,https://mg.345564.xyz/proxy.php?url=https://www.youtube.com/watch?v=HOUoeBkzZYk
中視新聞,https://mg.345564.xyz/proxy.php?url=https://www.youtube.com/watch?v=TCnaIE_SAtM
台視新聞,https://mg.345564.xyz/proxy.php?url=https://www.youtube.com/watch?v=xL0ch83RAK8
東森新闻,https://mg.345564.xyz/proxy.php?url=https://m.youtube.com/watch?v=QNAETEbZbH0
東森財經,https://mg.345564.xyz/proxy.php?url=https://m.youtube.com/watch?v=1I2iq41Akmo
🍅YouTube新闻,#genre#
☘️新马澳門,#genre#
Astro Ria,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=aod
Channel 5 HD,https://mg.345564.xyz/proxy.php?url=https://cdn6.163189.xyz/live/ch5/stream.m3u8
Channel 5 HD,https://mg.345564.xyz/proxy.php?url=http://80story.eu.org:8880/IPTV/AKTV.php?channel=49686c5e01f0328905f91b991a67776c
Channel 8 HD,https://mg.345564.xyz/proxy.php?url=https://cdn6.163189.xyz/live/ch8/stream.m3u8
Channel 8 HD,https://mg.345564.xyz/proxy.php?url=http://80story.eu.org:8880/IPTV/AKTV.php?channel=03dd35bb6aeacb472c197b57c98083fa
Channel U HD,https://mg.345564.xyz/proxy.php?url=https://cdn6.163189.xyz/live/chu/stream.m3u8
Channel U HD,https://mg.345564.xyz/proxy.php?url=http://80story.eu.org:8880/IPTV/AKTV.php?channel=5412ba7fc35177abd492bccd81e79a2b
翡翠華麗台1,https://mg.345564.xyz/proxy.php?url=http://v2hcdn.jdshipin.com/jade2/jade.stream/chunklist_w108.m3u8
翡翠華麗台2,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=huali
翡翠華麗台3,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=huali2
澳視澳門,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳視澳門,https://mg.345564.xyz/proxy.php?url=https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8
澳視衛星,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=as
澳視衛星,https://mg.345564.xyz/proxy.php?url=https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8
澳視資訊,https://mg.345564.xyz/proxy.php?url=http://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳視體育,https://mg.345564.xyz/proxy.php?url=http://live5.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8
澳視綜藝,https://mg.345564.xyz/proxy.php?url=http://live5.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
澳門蓮花,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/amlh.php
☘️香港频道,#genre#
☘️🍅breezy【台灣节点】,#genre#
TVBS新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv072
東森新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv152
民視新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv13
中天新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv009
華視新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv052
中視新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv074
台視新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv051
寰宇新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn14
寰宇台灣,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv156
鏡新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv075
東森財經新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv153
非凡新聞,https://mg.345564.xyz/proxy.php?url=http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv010
