//我的收藏
央视-IPv6,#genre#
杈藉畞鍗,http://www.hiliu.myds.me:8088/rtp/239.69.1.71:10066
涓滃崡鍗,http://www.hiliu.myds.me:8088/rtp/239.69.1.108:10286
姹熻タ鍗,http://www.hiliu.myds.me:8088/rtp/239.69.1.126:10394
閲嶅簡鍗,http://www.hiliu.myds.me:8088/rtp/239.69.1.149:10530
涓枃鍥介檯娆ф床,http://www.hiliu.myds.me:8088/rtp/239.69.1.231:11028
涓枃鍥介檯缇庢床,http://www.hiliu.myds.me:8088/rtp/239.69.1.232:11034

河南综合,#genre#
寮€灏佹柊闂荤患鍚�,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
寮€灏佹枃鍖栨梾娓�,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
娼㈠窛缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
閮忓幙缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
鍏拌€冩柊闂�,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
鍙跺幙涓€濂�,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
鏂伴噹缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
灏佷笜鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
杈夊幙鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
鑸為挗鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
宸╀箟鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
鑸為槼鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
闀囧钩鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
娓戞睜鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
娌侀槼鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
娉岄槼鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
妗愭煆鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
鏂颁埂鍘跨數瑙嗗彴,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
涔夐┈鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
鐏靛疂鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
鏉炲幙鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
鍙板墠鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10927-1.m3u8
鏂板畨鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
鍘熼槼鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
瀹濅赴缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
娴庢簮鐢佃涓€濂�,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
鐏靛疂鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
楣块倯鏂伴椈棰戦亾,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
宓╁幙缁煎悎鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
妗愭煆鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8?zhend
鏂板畨鏂伴椈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
鏂颁埂鍘跨數瑙嗗彴,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
娣囧幙鐢佃鍙�,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
涓婅鐢佃鍙�,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
鏄熷煄涓婅鐢佃鍙�,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
婊戝幙蹇箰3,http://tvpull.dxhmt.cn:9081/tv/10526-3.m3u8
澶悍缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
鍥哄缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
鏂板瘑鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
鍞愭渤涓€濂�,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
瀛熷窞缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
鏋楀窞缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
椴佸北缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
鐧诲皝缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
寤哄畨缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
瀛熸触鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
涓婅敗缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
娣呭窛缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
瑗勫煄缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
椤瑰煄鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
鏂伴儜缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
閯㈤櫟缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
绀炬棗缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11327-1.m3u8
鎵舵矡缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
涓撮缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
瑗垮钩缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
鍏夊北缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
娣花缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
鍐呬埂缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
姹濆崡缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11727-1.m3u8
鏂拌敗缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
鏂板幙缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
绂瑰窞鍏叡,http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
绂瑰窞缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
閬傚钩涓€濂�,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
瀹夐槼鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
瀹濅赴缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
閭撳窞鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
鏂瑰煄涓€濂�,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
婊戝幙姘戠敓,http://tvpull.dxhmt.cn:9081/tv/10526-2.m3u8
婊戝幙鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
鑾峰槈缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
閮忓幙缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
娴氬幙涓€濂�,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
楣块倯鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
缃楀北缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
瀛熸触鐢熸椿,http://tvpull.dxhmt.cn:9081/tv/10322-1.m3u8
鍗椾箰缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
骞宠垎缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
娓呬赴缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10922-1.m3u8
纭北缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
姹濆窞绉戞暀,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
姹濆窞鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10482-1.m3u8
鍟嗗煄鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
姹ら槾缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
閫氳缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
鍗緣缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
灏夋皬缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
娓╁幙缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
瑗垮崕缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
澶忛倯鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/11426-1.m3u8
寤舵触缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
姘稿煄姘戠敓,http://tvpull.dxhmt.cn:9081/tv/11481-2.m3u8
姘稿煄鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
闀垮灒缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
鏂瑰煄涓€濂�,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
鎵舵矡缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
婊戝幙鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
娓╁幙缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
鏂伴噹缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
鑽ラ槼缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
绂瑰窞缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
鍗緣缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
楣块倯鏂伴椈棰戦亾,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
瀹濅赴缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
閮忓幙缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
娴庢簮鐢佃涓€濂�,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
瀹滈槼缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
鎵舵矡缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
瑗垮崕缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
宓╁幙缁煎悎鏂伴椈,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
鍐呴粍缁煎悎棰戦亾,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
娼㈠窛缁煎悎,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
鑽ラ槼缁煎悎,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
閮稿煄鏂伴椈缁煎悎,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
娴庢簮鐢佃涓€濂�,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
鍛ㄥ彛鎵舵矡,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
鍙跺幙鐢佃,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
涔夐┈鐢佃,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
绂瑰窞缁煎悎,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
鍏拌€冩柊闂�,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
寮€灏佸叕鍏�,http://live.dxhmt.cn:9081/tv/10200-3.m3u8
鏂颁埂缁煎悎,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
褰辩敤浠撳簱,https://img.piexl.cn/view.php/8b3eea23e7bf605e907b2850b7a57815.mp4
鑼冨幙鏂伴椈缁煎悎,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
鐒︿綔鍏叡,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
鐒︿綔鏁欒偛,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
鐒︿綔缁煎悎,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
鐫涘僵鐒︿綔,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
楣ゅ矖鏂伴椈缁煎悎,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
閮戝窞鏁欒偛,https://livezzutv.chinamcache.com/live/zb01.m3u8?auth_key=1677911572-0-0-f4af513ba8c09e7801f4700f1573be2c

河北综合,#genre#
淇濆畾鏂伴椈,http://jwcdnqx.hebyun.com.cn/zb/jybd/1500k/tzwj_video.m3u8
淇濆畾鍏叡,http://jwcdnqx.hebyun.com.cn/zb/bdxw1/1500k/tzwj_video.m3u8
淇濆畾鐢熸椿,http://jwcdnqx.hebyun.com.cn/zb/bddst/1500k/tzwj_video.m3u8
閭兏鍏叡,https://jwcdnqx.hebyun.com.cn/zb/hdgg/1500k/tzwj_video.m3u8
閭兏鍏叡,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
閭兏绉戞暀,https://jwcdnqx.hebyun.com.cn/zb/hdkj/1500k/tzwj_video.m3u8
閭兏绉戞暀,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
楣挎硥涓€濂�,https://jwcdnqx.hebyun.com.cn/zb/luquanyi/1500k/tzwj_video.m3u8
楣挎硥涓€濂�,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
娓呮渤鏂伴椈缁煎悎,https://jwcdnqx.hebyun.com.cn/zb/qinghe/1500k/tzwj_video.m3u8
娓呮渤鏂伴椈缁煎悎,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
娓呮渤缁忔祹缁艰壓,https://jwcdnqx.hebyun.com.cn/zb/qinghe1/1500k/tzwj_video.m3u8
娓呮渤缁忔祹缁艰壓,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
鍏撮殕缁煎悎,https://jwcdnqx.hebyun.com.cn/zb/xlzh/1500k/tzwj_video.m3u8
鍏撮殕缁煎悎,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
鍏撮殕褰辫,https://jwcdnqx.hebyun.com.cn/zb/xlys/1500k/tzwj_video.m3u8
鍏撮殕褰辫,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
閭兏鏂伴椈,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
閭兏鍏叡,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
閭兏绉戞暀,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
楣挎硥涓€濂�,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
楣挎硥涓€濂�,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd
鎵垮痉鏂伴椈缁煎悎,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
鎵垮痉鍏叡鐢熸椿,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
瀹氬窞鏂伴椈缁煎悎,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
瀹氬窞鐢熸椿棰戦亾,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
娑炴按鏂伴椈棰戦亾,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
鏈涢兘缁煎悎棰戦亾,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8
浠讳笜鏂囧ū,https://jwcdnqx.hebyun.com.cn/zb/rqtv2/1500k/tzwj_video.m3u8
浠讳笜缁煎悎,https://jwcdnqx.hebyun.com.cn/zb/rqtv1/1500k/tzwj_video.m3u8
鍙屾沪鐢靛奖,https://jwcdnqx.hebyun.com.cn/zb/slys/1500k/tzwj_video.m3u8
娌冲寳鍐滄皯,https://jwplay.hebyun.com.cn/zb/hbnmtv/1500k/tzwj_video.m3u8?zhebd
娌冲寳鍐滄皯,https://jwplay.hebyun.com.cn/live/hbnmtv/1500k/tzwj_video.m3u8?zhebd
娌冲寳褰辫,https://jwplay.hebyun.com.cn:443/zb/hbystv/1500k/tzwj_video.m3u8
娌冲寳褰辫,https://jwplay.hebyun.com.cn/zb/hbystv/1500k/tzwj_video.m3u8
骞虫硥褰辫,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
骞虫硥褰辫,https://jwcdnqx.hebyun.com.cn/zb/pqys/1500k/tzwj_video.m3u8
骞虫硥缁煎悎,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
楣垮叏缁煎悎,https://jwcdnqx.hebyun.com.cn/zb/luquanyi/1500k/tzwj_video.m3u8?zhebd
楣垮叏缁煎悎,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd
瀹氬窞鍥藉褰辫,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
浠讳笜缁煎悎,https://jwcdnqx.hebyun.com.cn/zb/rqtv1/1500k/tzwj_video.m3u8
浠讳笜鏂囧ū,https://jwcdnqx.hebyun.com.cn/zb/rqtv2/1500k/tzwj_video.m3u8
浠讳笜缁煎悎,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
浠讳笜鏂囧ū,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
鏄岄粠缁煎悎棰戦亾,https://jwcdnqx.hebyun.com.cn/zb/clzhpd/1500k/tzwj_video.m3u8
鏄岄粠缁煎悎棰戦亾,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8
涓板畞缁煎悎棰戦亾,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
娣辨辰缁煎悎棰戦亾,https://jwcdnqx.hebyun.com.cn/zb/shenzedianshi/1500k/tzwj_video.m3u8
娑炴按鏂伴椈棰戦亾,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
鏈涢兘缁煎悎棰戦亾,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8

山东综合,#genre#
涓存矀鏂伴椈缁煎悎,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
涓存矀鍏叡棰戦亾,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
涓存矀鍐滅棰戦亾,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
娴庡畞鏂伴椈缁煎悎,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
娴庡畞鍏叡棰戦亾,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
鑿忔辰鏂伴椈缁煎悎,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
鑿忔辰缁忔祹鐢熸椿,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
鑿忔辰褰辫棰戦亾,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
闈掑窞缁煎悎,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
闈掑窞鏂囧寲鏃呮父,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
鐑熷彴鍏叡棰戦亾,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
鐑熷彴褰辫棰戦亾,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
鐑熷彴缁忔祹绉戞妧,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
鐑熷彴鏂伴椈缁煎悎,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8

宁夏综合,#genre#
瀹佸鍏叡棰戦亾,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
瀹佸缁忔祹棰戦亾,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
瀹佸灏戝効棰戦亾,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
瀹佸褰辫棰戦亾,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8

山西综合,#genre#
灞辫タ缁忔祹,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
绀句細涓庢硶娌�,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
鏂囦綋鐢熸椿,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
灞辫タ榛勬渤,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
灞辫タ褰辫,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
杩愬煄鍏叡棰戦亾,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8
杩愬煄绉戞妧鏁欒偛,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8
杩愬煄鏂伴椈缁煎悎,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8
鏅嬪煄鏂伴椈,http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
鏅嬪煄鍏叡,http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd
鏅嬩腑鏂伴椈,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
鏅嬩腑鍏叡,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
楂樺钩缁煎悎,http://live.gprmt.cn/gpnews/hd/live.m3u8
闀垮瓙缁煎悎,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8
榛庡煄缁煎悎,http://111.53.96.67:8081/live/1/index.m3u8
娼炲煄鏂伴椈缁煎悎,http://59.48.42.6:62204/lucheng.m3u8
澹跺叧鐢佃鍙�,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
姝︿埂鏂伴椈缁煎悎1,http://60.220.198.84:81/0.m3u8
姝︿埂鏂伴椈缁煎悎2,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
闃虫洸缁煎悎,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8?zshanxd
骞抽仴鏂伴椈缁煎悎,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
鍙ゅ幙缁煎悎,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
鍚夊幙鐢佃鍙�,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
缈煎煄缁煎悎,http://live.aiyicheng.com.cn/channel1/sd/live.m3u8?zshanxd
闂诲枩缁煎悎,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
瀹氳缁煎悎,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
鍘熷钩缁煎悎,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd
鎬€浠佺患鍚�,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
姹捐タ缁煎悎,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd

四川综合,#genre#
涓囧窞缁煎悎,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
涓囧窞缁煎悎,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
涓囧窞褰辫,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
涓囧窞褰辫,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
涓囧窞涓夊场绉绘皯,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
涓囧窞涓夊场绉绘皯,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
寰烽槼鏂伴椈缁煎悎,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
寰烽槼鏂囨梾绉戞暀,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
骞垮畨鍏叡,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
骞垮畨鏂伴椈缁煎悎,http://live1.gatv.com.cn:85/live/XWZH.m3u8
骞垮畨鏂囨梾涔℃潙,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
榛戞按鏂伴椈缁煎悎,http://live.schstv.com:90/live/xwzh.m3u8
浼氫笢缁煎悎,http://112.45.133.129:90/live/xwzh.m3u8
閲戝窛鏂伴椈缁煎悎,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
閲戝窛涔℃潙棰戦亾,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
涔愯嚦缁煎悎,http://175.155.106.72:89/live1/live1.m3u8
鍒╁窞缁煎悎,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
鍒╁窞缁煎悎,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
鍑夊北璇�,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
鏉炬綐鏂伴椈缁煎悎,http://live.spccmc.com:90/live/spxwzh.m3u8
姹跺窛鏂伴椈缁煎悎,http://live.iwcmt.cn:90/live/zhxw.m3u8
钀ュ北鐢佃鍙�,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
鐠у北缁煎悎,http://222.179.42.129:8181/hls1.m3u8
鑽ｆ槍缁煎悎,http://183.64.181.25:40023/rongchang01.m3u8
涓囨簮鏂伴椈缁煎悎,http://live.wanyuannews.com/wytv/hd/live.m3u8
涓囪浇缁煎悎,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8
姝﹂殕缁煎悎,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8
寰烽槼鍏叡,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
鐢樺瓬缁煎悎,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
